,recv_socket,create_open_file,sleep,open_scmanager,load_driver,get_host_by_addr,create_interface,create_mutex,set_value,enum_items,get_computer_name,read_value,open_service,change_service_config,copy_file,exit_windows,enum_modules,bind_socket,enum_keys,delete_value,enum_values,write_value,processes,com_create_instance,enum_user,dump_line,unload_driver,load_dll,create_window,read_section_names,message,get_userinfo,get_file_attributes,find_file,open_file,get_username,create_service,query_value,create_file,move_file,open_key,create_socket,vm_write,delete_file,create_process_as_user,get_system_time,create_mailslot,com_createole_object,listen_socket,enum_share,thread,vm_protect,all_section,vm_mapviewofsection,get_windows_directory,enum_processes,open_url,send_socket,download_file,com_get_class_object,kill_process,load_image,delete_share,create_process,logon_as_user,get_system_directory,set_thread_context,create_process_nt,find_window,vm_allocate,enum_handles,connect_socket,set_file_time,start_service,create_thread_remote,show_window,open_process,impersonate_user,connect,enum_services,process,enum_types,vm_read,check_for_debugger,open_mutex,delete_service,read_section,enum_window,set_system_time,add_netjob,set_windows_hook,control_service,accept_socket,trimmed_bytes,download_file_to_cache,destroy_window,get_host_by_name,set_file_attributes,revert_to_self,create_key,create_thread,enum_subtypes,delete_key,create_directory,remove_directory,create_namedpipe,vm_write_4_24,destroy_window2,destroy_window41,destroy_window9,load_dll189,load_dll180_1063_218_25,open_service4,open_service13,open_url5,open_url9,open_key95,open_key13,open_key767_510_35_42,t_train
678,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,13,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,3,0,0,0,0,0,0,3,3,0,0,0,2,0,0,1,0,0,0,48,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
679,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,4,0,0,0,0,0,0,3,5,0,0,0,2,0,0,1,0,0,0,48,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
680,1,10,0,1,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,125,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,244,5,0,0,0,0,2,0,0,1,2,0,1,0,7,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
681,0,84,35,50,0,0,0,25,0,0,0,5,101,0,0,0,0,0,11,0,2,0,0,11,0,0,0,165,11,0,0,0,77,3,23,0,0,707,1,0,248,16,0,0,0,0,0,0,0,0,11,85,11,0,0,0,0,0,0,0,2,4,0,1,0,22,0,0,2,0,0,16,0,0,0,0,1,0,0,0,5,0,0,3,0,0,0,9,0,0,13,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,1,10,0,1,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,126,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,3,0,0,0,0,5,244,5,0,0,0,0,2,0,0,1,2,0,1,0,7,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
683,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,36,5,28,0,0,241,14,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,2,0,0,0,14,0,0,3,3,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
684,0,0,0,0,0,0,0,7,0,0,0,110,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,93,5,0,0,0,1,0,1,0,0,9,0,0,33,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
685,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,15,0,0,241,2,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,1,0,0,0,2,0,0,3,2,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
686,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,1,0,0,0,0,0,0,3,2,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
687,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,4,3,4,0,0,21,0,0,25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
688,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,2,5,12,0,0,23,0,0,11,0,0,0,0,0,0,0,0,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
690,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
691,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,1,0,1,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
692,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,1,0,1,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
693,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,3,0,0,0,0,0,0,3,3,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
694,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,16,0,0,241,2,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,1,0,0,0,2,0,0,3,2,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
695,0,4,55,1,0,0,0,9,13,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,0,94,2,0,0,0,2,5,13,1,0,533,0,0,510,1,4,0,0,3,0,0,0,0,4,54,4,0,0,0,0,0,0,0,0,1,0,56,0,12,0,0,0,7,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
696,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,12,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
697,1,10,0,1,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,123,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,254,5,0,0,0,0,2,0,0,1,2,0,1,0,7,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
698,2,3,0,1,0,0,0,8,12,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,32,0,100,6,0,0,0,688,21,13,0,0,58,654,0,110,2,0,2,0,0,0,0,0,0,5,69,5,0,24,0,0,2,0,0,0,1,0,0,0,23,0,0,1,0,0,1,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,49,0,0,3,0,0,0,0,42,2,1,0,8,6,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,1,10,0,1,0,0,0,14,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,127,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,244,5,0,0,0,0,2,0,0,1,2,0,1,0,8,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
700,0,41,2,1,0,0,0,13,50,0,1,20,1,0,36,0,0,0,0,0,0,0,0,9,0,0,0,380,13,0,0,0,84,142,83,0,0,48,0,0,202,2,0,0,0,38,0,0,0,0,12,77,12,0,0,0,0,0,0,0,7,11,0,15,0,22,0,0,2,0,0,0,0,0,0,1,1,0,0,0,12,0,0,1,0,0,0,12,0,0,6,0,0,0,0,9,5,7,0,25,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
701,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
702,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,1,0,1,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
703,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,15,0,0,241,1,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,4,0,0,0,1,0,0,3,4,0,0,0,2,0,0,1,0,0,0,48,0,0,3,0,0,0,0,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
704,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,15,0,0,241,1,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,1,0,0,0,1,0,0,3,2,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
705,0,5,5202,1,0,0,0,15,6,0,6,45,0,0,0,0,0,0,25,0,11,0,0,33,0,0,0,189,29,0,0,0,5287,1100,47,1,0,466,13,0,5614,2,0,2,0,0,0,0,0,0,7,103,7,0,0,0,0,0,0,2,1,3,0,1,0,35,0,0,3,0,0,0,0,0,0,2,3,1,0,0,4,0,0,1,2,0,0,53,0,0,15,0,0,0,0,41,5,0,0,0,6,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
706,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,11,0,3,0,0,8,1,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
707,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,1,4,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12
708,44,14,3,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,907,0,133,3,0,57,0,0,0,11,4,0,34,0,0,42,3,4,0,0,1,0,0,0,0,7,14,7,0,0,0,0,11,0,1,0,2,0,1,0,14,0,0,0,7,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,3,0,0,54,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
709,1,10,0,1,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,131,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,244,5,0,0,0,0,2,0,0,1,2,0,1,0,7,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
710,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,17,0,0,241,3,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,1,0,0,0,3,0,0,3,2,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
711,0,0,1,0,0,0,0,6,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,89,6,0,0,0,4,0,2,0,0,23,0,0,46,0,0,0,0,0,0,0,0,0,3,75,3,0,1,0,0,0,0,4,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,46,0,0,2,0,0,0,0,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
712,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,13,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,13,0,0,62,0,0,0,0,0,0,3,4,0,0,0,2,0,0,1,0,0,0,105,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
713,2,81,762,1,0,0,0,33,27,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,0,1050,0,0,0,0,4,6,337,14,0,341,0,0,267,4,78,4,0,2,0,0,0,0,43,2341,39,0,0,2,0,0,0,0,1,15,0,0,0,8,0,0,0,102,0,0,0,0,14,0,31,2,0,0,17,0,0,1,506,0,0,0,0,0,0,0,0,2,0,0,6,4,0,1,31,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
714,1,10,0,1,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,126,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,244,5,0,0,0,0,2,0,0,1,2,0,1,0,8,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
715,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,1,4,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12
716,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,6,0,0,0,0,0,0,3,5,0,0,0,2,0,0,1,0,0,0,48,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
717,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,1,4,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12
718,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
719,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,12,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
720,3,6,5,2,0,0,0,9,0,0,7,6,1,0,0,0,0,2,21,0,4,0,0,71,0,84,0,155,9,0,0,0,34,7,26,2,0,780,8,0,1145,4,0,0,0,10,0,0,0,0,9,65,9,0,3,0,0,6,0,3,0,1,0,0,0,15,0,0,16948,0,0,2,0,0,0,1,2,2,0,0,2,0,0,0,3,0,0,10,0,0,4,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
721,1,10,0,1,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,125,1,0,0,0,4,5,17,0,0,40,0,0,35,2,4,0,0,0,0,0,0,0,5,252,5,0,0,0,0,2,0,0,1,2,0,1,0,7,0,0,0,7,0,1,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
722,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,1,4,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12
723,130,71,8,3,0,0,0,68,58,0,19,0,1,0,2,0,0,5,6,5,3,0,0,7,0,2308,0,463,11,0,43,0,11,25,126,15,0,800,8,0,767,14,24,652,0,3,0,0,0,0,22,422,22,0,0,1,5,15,0,1,8,11,0,11,0,56,0,0,5,39,0,7,0,0,9,0,1,5,0,0,12,0,0,7,2,0,0,14,0,0,15,0,0,137,0,0,12,0,1,5,17,0,0,83,68,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10
724,0,4,7,0,0,0,0,5,35,0,0,6,0,0,0,0,0,0,0,0,0,89,0,0,0,31,0,190,0,0,0,0,2,7,9,0,0,20,5,0,42,1,0,0,0,0,0,0,0,0,7,2,7,0,8,1,0,0,0,0,1,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
725,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,2,0,0,0,0,0,0,3,2,0,0,0,2,0,0,1,0,0,0,48,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
726,5,12,3,1,0,0,0,14,0,0,7,0,0,0,0,0,0,5,3,0,1,0,0,5,0,161,0,159,6,0,0,1,14,13,27,1,0,281,0,0,141,16,0,5,0,0,0,0,0,0,10,45,10,0,0,0,7,5,0,1,0,2,0,0,0,18,0,0,2,0,0,5,0,0,0,1,0,2,7,0,3,0,0,1,0,0,0,5,0,0,5,0,0,4,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
727,0,4,56,1,0,0,0,11,13,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,0,97,2,0,0,0,2,5,13,1,0,533,0,0,510,1,4,0,0,0,0,0,0,0,4,54,4,0,0,0,0,0,0,0,0,1,0,57,0,13,0,0,0,7,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
728,37,14,3,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,759,0,140,3,0,47,0,0,0,11,4,0,34,0,0,42,3,4,0,0,5,0,0,0,0,7,26,7,0,0,0,0,9,0,1,0,2,0,1,0,14,0,0,0,7,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,3,0,0,43,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
729,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,14,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,4,35,4,0,1,0,0,0,0,0,1,2,0,0,0,14,0,0,6,0,0,0,0,0,0,3,5,0,0,0,2,0,0,1,0,0,0,48,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
730,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,132,7,0,0,0,6,5,13,0,0,241,0,0,95,0,0,0,0,0,0,0,0,0,5,35,5,0,1,0,0,0,0,0,1,2,0,0,0,12,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,47,0,0,1,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
731,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,0,3,0,9,0,0,8,8,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
